id,dt,niter,Re,gama,Minf,Pr,Core Count,order,grid,time,Enstrophy,Kinetic Energy,Kinetic Energy Dissipation Rate
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,0.12388721029781177,0.7505028522238503,0.12488426590466678,0.0009381285652798129
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,0.24777442059562355,0.7534045778262213,0.12476797554601875,0.0009417557222827766
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,0.3716616308934353,0.7587402184314794,0.12465157409194437,0.0009484252730393493
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,0.4955488411912471,0.7665658251502702,0.12453398983283175,0.0009582072814378378
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,0.6194360514890588,0.7769723552701163,0.12441509957565479,0.0009712154440876454
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,0.7433232617868706,0.7900714646156108,0.12429428311305284,0.0009875893307695136
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,0.8672104720846824,0.8060041868889075,0.12417171257989641,0.0010075052336111345
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,0.9910976823824942,0.8249227698794045,0.12404596128785744,0.0010311534623492556
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,1.1149848926803059,0.847003889205329,0.12391690736325078,0.0010587548615066612
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,1.2388721029781176,0.8724477773408686,0.123785644651654,0.0010905597216760857
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,1.3627593132759295,0.9014453881695614,0.12364804588586656,0.0011268067352119518
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,1.4866465235737412,0.9342268209048455,0.12350736015260037,0.0011677835261310568
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,1.610533733871553,0.9710195200204926,0.12336122486626747,0.0012137744000256159
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,1.7344209441693648,1.0120507410962145,0.12320836193316001,0.0012650634263702682
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,1.8583081544671765,1.0575567436190432,0.12305004812835128,0.001321945929523804
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,1.9821953647649884,1.1077676088993909,0.12288378295072172,0.0013847095111242387
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,2.1060825750628,1.1628978641987726,0.12270980964410656,0.0014536223302484658
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,2.2299697853606117,1.223144992356407,0.12252730893224689,0.0015289312404455089
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,2.3538569956584237,1.2886851402944977,0.12233530222376397,0.0016108564253681222
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,2.477744205956235,1.3596808131361164,0.12213248176781648,0.0016996010164201456
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,2.601631416254047,1.4362794225663593,0.12191857317091585,0.0017953492782079492
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,2.725518626551859,1.5186629023580598,0.12169237286456866,0.0018983286279475747
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,2.8494058368496704,1.607063927680135,0.12145305060608494,0.002008829909600169
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,2.9732930471474823,1.7018282259777455,0.1211994345958156,0.002127285282472182
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,3.0971802574452942,1.8034779453663732,0.12093015207884707,0.0022543474317079665
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,3.221067467743106,1.912795215512732,0.12064413168141849,0.0023909940193909147
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,3.3449546780409176,2.03089305196561,0.12034047898075764,0.0025386163149570123
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,3.4688418883387295,2.1592884711990328,0.12001748735608943,0.002699110588998791
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,3.5927290986365414,2.299962406139018,0.11967225913998875,0.002874953007673772
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,3.716616308934353,2.4551682294703716,0.11930413143940147,0.0030689602868379643
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,3.840503519232165,2.6271650115281644,0.11890892689449183,0.0032839562644102053
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,3.9643907295299767,2.8178103818330285,0.11848423671182498,0.0035222629772912856
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,4.088277939827789,3.028253034929499,0.11802706987757625,0.003785316293661874
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,4.2121651501256,3.2589874326525554,0.11753224706077992,0.004073734290815694
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,4.336052360423412,3.5095723692545557,0.11699722045025801,0.004386965461568195
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,4.4599395707212235,3.77764897957233,0.11641903538819973,0.004722061224465413
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,4.583826781019035,4.057764036034259,0.11579504905449771,0.005072205045042823
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,4.707713991316847,4.340104008686958,0.11512359277169962,0.005425130010858698
0,0.002337494534,8556,800.0,1.4,0.1,0.71,8,4,65,4.831601201614659,4.613807068254531,0.11440674863729357,0.005767258835318164
