id,dt,niter,Re,gama,Minf,Pr,Core Count,order,grid,time,Enstrophy,Kinetic Energy,Kinetic Energy Dissipation Rate
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,0.24309943152778157,0.7431964648350928,0.12477132158311947,0.0009289955810438661
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,0.48619886305556315,0.7543313783819154,0.12454085904575352,0.0009429142229773944
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,0.7292982945833447,0.774120136156869,0.1243088219023575,0.0009676501701960863
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,0.9723977261111263,0.8029916511112021,0.12406896714845658,0.0010037395638890026
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,1.215497157638908,0.8414069561015857,0.12381534587082182,0.001051758695126982
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,1.4585965891666894,0.8897260950102382,0.12354698856035586,0.0011121576187627978
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,1.7016960206944711,0.9480585505296115,0.12326359104763068,0.0011850731881620144
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,1.9447954522222526,1.0161693353060666,0.12295874239478849,0.0012702116691325831
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,2.187894883750034,1.093550242103361,0.12262553333971572,0.001366937802629201
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,2.430994315277816,1.1795623910280613,0.12226236866841765,0.0014744529887850766
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,2.6740937468055974,1.2735663141898983,0.12186687207268314,0.001591957892737373
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,2.917193178333379,1.3751020669377516,0.12143271626372454,0.0017188775836721895
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,3.1602926098611603,1.4840876932701046,0.12095112047897967,0.0018551096165876307
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,3.4033920413889422,1.601115619857175,0.12041707319166026,0.002001394524821469
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,3.6464914729167237,1.7277686204905212,0.11982692950305313,0.0021597107756131514
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,3.889590904444505,1.8665151559379545,0.11916992435924131,0.002333143944922443
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,4.132690335972287,2.0196448668042484,0.11843576794366587,0.0025245560835053106
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,4.375789767500068,2.187237228500202,0.11761582087202624,0.0027340465356252524
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,4.6188891990278504,2.366005603514168,0.11670016506608569,0.00295750700439271
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,4.861988630555632,2.550343758161284,0.11567450031737452,0.0031879296977016048
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,5.105088062083413,2.7333873648064935,0.11451837203795642,0.0034167342060081166
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,5.348187493611195,2.906454616844223,0.11321478606610867,0.0036330682710552786
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,5.591286925138976,3.0594510314818653,0.11175243452723445,0.0038243137893523315
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,5.834386356666758,3.182409204863629,0.11012805449846956,0.003978011506079536
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,6.077485788194539,3.26711808544261,0.10834999847901626,0.0040838976068032625
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,6.320585219722321,3.3107457218919634,0.10643611874789805,0.004138432152364954
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,6.563684651250103,3.317246049910181,0.10441138089868171,0.004146557562387726
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,6.8067840827778845,3.2995037190381344,0.10229819825062725,0.004124379648797668
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,7.049883514305666,3.276049312878924,0.10011547492220213,0.004095061641098655
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,7.292982945833447,3.257932032628323,0.09788603339875426,0.004072415040785404
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,7.536082377361229,3.244402394063672,0.0956355742684745,0.00405550299257959
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,7.77918180888901,3.2319301644281824,0.09338282086274045,0.004039912705535228
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,8.022281240416792,3.2193130782753747,0.09113431829744315,0.004024141347844218
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,8.265380671944573,3.2087505575881083,0.08888488200124076,0.004010938196985135
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,8.508480103472355,3.2047214344771593,0.08662331065969872,0.004005901793096449
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,8.751579535000136,3.2004242165233867,0.0843410370103547,0.004000530270654234
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,8.994678966527918,3.179247952837091,0.0820391932546575,0.003974059941046364
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,9.237778398055701,3.1338648240647005,0.07972755423187577,0.003917331030080876
0,0.009349978136,2139,800.0,1.4,0.1,0.71,4,2,17,9.480877829583482,3.0677283635010757,0.07742010463360766,0.0038346604543763444
